Entity,Code,Date,Total confirmed cases of COVID-19 per million people (cases per million)
Burkina Faso,BFA,"Apr 12, 2020",23.154
Burkina Faso,BFA,"Apr 13, 2020",23.776
Burkina Faso,BFA,"Apr 14, 2020",24.637
Burkina Faso,BFA,"Apr 15, 2020",25.259
Burkina Faso,BFA,"Apr 16, 2020",25.929
Burkina Faso,BFA,"Apr 17, 2020",25.977
Burkina Faso,BFA,"Apr 18, 2020",26.647
Burkina Faso,BFA,"Apr 19, 2020",27.029
Burkina Faso,BFA,"Apr 20, 2020",27.555
Burkina Faso,BFA,"Apr 21, 2020",27.795
Burkina Faso,BFA,"Apr 22, 2020",28.704
Burkina Faso,BFA,"Apr 23, 2020",29.134
Burkina Faso,BFA,"Apr 24, 2020",29.469
Burkina Faso,BFA,"Apr 25, 2020",29.947
Burkina Faso,BFA,"Apr 26, 2020",30.091
Burkina Faso,BFA,"Apr 27, 2020",30.234
Burkina Faso,BFA,"Apr 28, 2020",30.378
Burkina Faso,BFA,"Apr 29, 2020",30.522
Burkina Faso,BFA,"Apr 30, 2020",30.665
Burkina Faso,BFA,"May 1, 2020",30.856
Burkina Faso,BFA,"May 2, 2020",31.048
Burundi,BDI,"Apr 1, 2020",0.168
Burundi,BDI,"Apr 2, 2020",0.168
Burundi,BDI,"Apr 3, 2020",0.252
Burundi,BDI,"Apr 4, 2020",0.252
Burundi,BDI,"Apr 5, 2020",0.252
Burundi,BDI,"Apr 6, 2020",0.252
Burundi,BDI,"Apr 7, 2020",0.252
Burundi,BDI,"Apr 8, 2020",0.252
Burundi,BDI,"Apr 9, 2020",0.252
Burundi,BDI,"Apr 10, 2020",0.252
Burundi,BDI,"Apr 11, 2020",0.252
Burundi,BDI,"Apr 12, 2020",0.42
Burundi,BDI,"Apr 13, 2020",0.42
Burundi,BDI,"Apr 14, 2020",0.42
Burundi,BDI,"Apr 15, 2020",0.42
Burundi,BDI,"Apr 16, 2020",0.42
Burundi,BDI,"Apr 17, 2020",0.42
Burundi,BDI,"Apr 18, 2020",0.505
Burundi,BDI,"Apr 19, 2020",0.505
Burundi,BDI,"Apr 20, 2020",0.505
Burundi,BDI,"Apr 21, 2020",0.505
Burundi,BDI,"Apr 22, 2020",0.505
Burundi,BDI,"Apr 23, 2020",0.925
Burundi,BDI,"Apr 24, 2020",0.925
Burundi,BDI,"Apr 25, 2020",1.009
Burundi,BDI,"Apr 26, 2020",1.261
Burundi,BDI,"Apr 27, 2020",1.261
Burundi,BDI,"Apr 28, 2020",1.261
Burundi,BDI,"Apr 29, 2020",1.261
Burundi,BDI,"Apr 30, 2020",1.261
Burundi,BDI,"May 1, 2020",1.261
Burundi,BDI,"May 2, 2020",1.261
Cambodia,KHM,"Jan 28, 2020",0.06
Cambodia,KHM,"Jan 29, 2020",0.06
Cambodia,KHM,"Jan 30, 2020",0.06
Cambodia,KHM,"Jan 31, 2020",0.06
Cambodia,KHM,"Feb 1, 2020",0.06
Cambodia,KHM,"Feb 2, 2020",0.06
Cambodia,KHM,"Feb 3, 2020",0.06
Cambodia,KHM,"Feb 4, 2020",0.06
Cambodia,KHM,"Feb 5, 2020",0.06
Cambodia,KHM,"Feb 6, 2020",0.06
Cambodia,KHM,"Feb 7, 2020",0.06
Cambodia,KHM,"Feb 8, 2020",0.06
Cambodia,KHM,"Feb 9, 2020",0.06
Cambodia,KHM,"Feb 10, 2020",0.06
Cambodia,KHM,"Feb 11, 2020",0.06
Cambodia,KHM,"Feb 12, 2020",0.06
Cambodia,KHM,"Feb 13, 2020",0.06
Cambodia,KHM,"Feb 14, 2020",0.06
Cambodia,KHM,"Feb 15, 2020",0.06
Cambodia,KHM,"Feb 16, 2020",0.06
Cambodia,KHM,"Feb 17, 2020",0.06
Cambodia,KHM,"Feb 18, 2020",0.06
Cambodia,KHM,"Feb 19, 2020",0.06
Cambodia,KHM,"Feb 20, 2020",0.06
Cambodia,KHM,"Feb 21, 2020",0.06
Cambodia,KHM,"Feb 22, 2020",0.06
Cambodia,KHM,"Feb 23, 2020",0.06
Cambodia,KHM,"Feb 24, 2020",0.06
Cambodia,KHM,"Feb 25, 2020",0.06
Cambodia,KHM,"Feb 26, 2020",0.06
Cambodia,KHM,"Feb 27, 2020",0.06
Cambodia,KHM,"Feb 28, 2020",0.06
Cambodia,KHM,"Feb 29, 2020",0.06
Cambodia,KHM,"Mar 1, 2020",0.06
Cambodia,KHM,"Mar 2, 2020",0.06
Cambodia,KHM,"Mar 8, 2020",0.12
Cambodia,KHM,"Mar 12, 2020",0.179
Cambodia,KHM,"Mar 13, 2020",0.299
Cambodia,KHM,"Mar 15, 2020",0.419
Cambodia,KHM,"Mar 16, 2020",0.718
Cambodia,KHM,"Mar 17, 2020",1.435
Cambodia,KHM,"Mar 18, 2020",1.435
Cambodia,KHM,"Mar 19, 2020",1.435
Cambodia,KHM,"Mar 20, 2020",1.435
Cambodia,KHM,"Mar 21, 2020",2.811
Cambodia,KHM,"Mar 22, 2020",3.05
Cambodia,KHM,"Mar 23, 2020",5.144
Cambodia,KHM,"Mar 24, 2020",5.204
Cambodia,KHM,"Mar 25, 2020",5.443
Cambodia,KHM,"Mar 26, 2020",5.742
Cambodia,KHM,"Mar 27, 2020",5.862
Cambodia,KHM,"Mar 28, 2020",6.101
Cambodia,KHM,"Mar 29, 2020",6.161
Cambodia,KHM,"Mar 30, 2020",6.4
Cambodia,KHM,"Mar 31, 2020",6.52
Cambodia,KHM,"Apr 1, 2020",6.52
Cambodia,KHM,"Apr 2, 2020",6.579
Cambodia,KHM,"Apr 3, 2020",6.819
Cambodia,KHM,"Apr 4, 2020",6.819
Cambodia,KHM,"Apr 5, 2020",6.819
Cambodia,KHM,"Apr 6, 2020",6.819
Cambodia,KHM,"Apr 7, 2020",6.878
Cambodia,KHM,"Apr 8, 2020",6.998
Cambodia,KHM,"Apr 9, 2020",7.058
Cambodia,KHM,"Apr 10, 2020",7.118
Cambodia,KHM,"Apr 11, 2020",7.177
Cambodia,KHM,"Apr 12, 2020",7.297
Cambodia,KHM,"Apr 13, 2020",7.297
Cambodia,KHM,"Apr 14, 2020",7.297
Cambodia,KHM,"Apr 15, 2020",7.297
Cambodia,KHM,"Apr 16, 2020",7.297
Cambodia,KHM,"Apr 17, 2020",7.297
Cambodia,KHM,"Apr 18, 2020",7.297
Cambodia,KHM,"Apr 19, 2020",7.297
Cambodia,KHM,"Apr 20, 2020",7.297
Cambodia,KHM,"Apr 21, 2020",7.297
Cambodia,KHM,"Apr 22, 2020",7.297
Cambodia,KHM,"Apr 23, 2020",7.297
Cambodia,KHM,"Apr 24, 2020",7.297
Cambodia,KHM,"Apr 25, 2020",7.297
Cambodia,KHM,"Apr 26, 2020",7.297
Cambodia,KHM,"Apr 27, 2020",7.297
Cambodia,KHM,"Apr 28, 2020",7.297
Cambodia,KHM,"Apr 29, 2020",7.297
Cambodia,KHM,"Apr 30, 2020",7.297
Cambodia,KHM,"May 1, 2020",7.297
Cambodia,KHM,"May 2, 2020",7.297
Cameroon,CMR,"Mar 7, 2020",0.038
Cameroon,CMR,"Mar 9, 2020",0.075
Cameroon,CMR,"Mar 15, 2020",0.113
Cameroon,CMR,"Mar 16, 2020",0.151
Cameroon,CMR,"Mar 17, 2020",0.151
Cameroon,CMR,"Mar 18, 2020",0.377
Cameroon,CMR,"Mar 19, 2020",0.377
Cameroon,CMR,"Mar 20, 2020",0.527
Cameroon,CMR,"Mar 21, 2020",1.017
Cameroon,CMR,"Mar 22, 2020",1.017
Cameroon,CMR,"Mar 23, 2020",1.017
Cameroon,CMR,"Mar 24, 2020",2.11
Cameroon,CMR,"Mar 25, 2020",2.712
Cameroon,CMR,"Mar 26, 2020",2.712
Cameroon,CMR,"Mar 27, 2020",3.315
Cameroon,CMR,"Mar 28, 2020",3.315
Cameroon,CMR,"Mar 29, 2020",3.729
Cameroon,CMR,"Mar 30, 2020",3.729
Cameroon,CMR,"Mar 31, 2020",5.349
Cameroon,CMR,"Apr 1, 2020",7.27
Cameroon,CMR,"Apr 2, 2020",8.777
Cameroon,CMR,"Apr 3, 2020",10.209
Cameroon,CMR,"Apr 4, 2020",19.174
Cameroon,CMR,"Apr 5, 2020",20.907
Cameroon,CMR,"Apr 6, 2020",24.486
Cameroon,CMR,"Apr 7, 2020",24.787
Cameroon,CMR,"Apr 8, 2020",25.804
Cameroon,CMR,"Apr 9, 2020",27.5
Cameroon,CMR,"Apr 10, 2020",27.5
Cameroon,CMR,"Apr 11, 2020",30.25
Cameroon,CMR,"Apr 12, 2020",30.89
Cameroon,CMR,"Apr 13, 2020",30.89
Cameroon,CMR,"Apr 14, 2020",30.89
Cameroon,CMR,"Apr 15, 2020",32.208
Cameroon,CMR,"Apr 16, 2020",32.208
Cameroon,CMR,"Apr 17, 2020",32.208
Cameroon,CMR,"Apr 18, 2020",38.273
Cameroon,CMR,"Apr 19, 2020",38.273
Cameroon,CMR,"Apr 20, 2020",38.273
Cameroon,CMR,"Apr 21, 2020",38.311
Cameroon,CMR,"Apr 22, 2020",43.811
Cameroon,CMR,"Apr 23, 2020",43.811
Cameroon,CMR,"Apr 24, 2020",52.777
Cameroon,CMR,"Apr 25, 2020",52.852
Cameroon,CMR,"Apr 26, 2020",57.184
Cameroon,CMR,"Apr 27, 2020",61.064
Cameroon,CMR,"Apr 28, 2020",61.064
Cameroon,CMR,"Apr 29, 2020",68.033
Cameroon,CMR,"Apr 30, 2020",69.013
Cameroon,CMR,"May 1, 2020",69.013
Cameroon,CMR,"May 2, 2020",77.941
Canada,CAN,"Jan 26, 2020",0.026
Canada,CAN,"Jan 27, 2020",0.026
Canada,CAN,"Jan 28, 2020",0.053
Canada,CAN,"Jan 29, 2020",0.079
Canada,CAN,"Jan 30, 2020",0.079
Canada,CAN,"Jan 31, 2020",0.079
Canada,CAN,"Feb 1, 2020",0.106
Canada,CAN,"Feb 2, 2020",0.106
Canada,CAN,"Feb 3, 2020",0.106
Canada,CAN,"Feb 4, 2020",0.106
Canada,CAN,"Feb 5, 2020",0.132
Canada,CAN,"Feb 6, 2020",0.132
Canada,CAN,"Feb 7, 2020",0.185
Canada,CAN,"Feb 8, 2020",0.185
Canada,CAN,"Feb 9, 2020",0.185
Canada,CAN,"Feb 10, 2020",0.185
Canada,CAN,"Feb 11, 2020",0.185
Canada,CAN,"Feb 12, 2020",0.185
Canada,CAN,"Feb 13, 2020",0.185
Canada,CAN,"Feb 14, 2020",0.185
Canada,CAN,"Feb 15, 2020",0.212
Canada,CAN,"Feb 16, 2020",0.212
Canada,CAN,"Feb 17, 2020",0.212
Canada,CAN,"Feb 18, 2020",0.212
Canada,CAN,"Feb 19, 2020",0.212
Canada,CAN,"Feb 20, 2020",0.212
Canada,CAN,"Feb 21, 2020",0.238
Canada,CAN,"Feb 22, 2020",0.238
Canada,CAN,"Feb 23, 2020",0.238
Canada,CAN,"Feb 24, 2020",0.238
Canada,CAN,"Feb 25, 2020",0.291
Canada,CAN,"Feb 26, 2020",0.291
Canada,CAN,"Feb 27, 2020",0.318
Canada,CAN,"Feb 28, 2020",0.371
Canada,CAN,"Feb 29, 2020",0.424
Canada,CAN,"Mar 1, 2020",0.53
Canada,CAN,"Mar 2, 2020",0.636
Canada,CAN,"Mar 3, 2020",0.715
Canada,CAN,"Mar 4, 2020",0.795
Canada,CAN,"Mar 5, 2020",0.874
Canada,CAN,"Mar 6, 2020",1.192
Canada,CAN,"Mar 7, 2020",1.351
Canada,CAN,"Mar 8, 2020",1.51
Canada,CAN,"Mar 9, 2020",1.643
Canada,CAN,"Mar 10, 2020",2.04
Canada,CAN,"Mar 11, 2020",2.464
Canada,CAN,"Mar 12, 2020",2.729
Canada,CAN,"Mar 13, 2020",3.656
Canada,CAN,"Mar 14, 2020",4.663
Canada,CAN,"Mar 15, 2020",6.465
Canada,CAN,"Mar 16, 2020",8.055
Canada,CAN,"Mar 17, 2020",11.234
Canada,CAN,"Mar 18, 2020",15.076
Canada,CAN,"Mar 19, 2020",18.282
Canada,CAN,"Mar 20, 2020",22.415
Canada,CAN,"Mar 21, 2020",25.727
Canada,CAN,"Mar 22, 2020",34.497
Canada,CAN,"Mar 23, 2020",37.889
Canada,CAN,"Mar 24, 2020",43.612
Canada,CAN,"Mar 25, 2020",51.905
Canada,CAN,"Mar 26, 2020",89.688
Canada,CAN,"Mar 27, 2020",106.459
Canada,CAN,"Mar 28, 2020",123.867
Canada,CAN,"Mar 29, 2020",142.705
Canada,CAN,"Mar 30, 2020",165.73
Canada,CAN,"Mar 31, 2020",196.703
Canada,CAN,"Apr 1, 2020",226.166
Canada,CAN,"Apr 2, 2020",254.225
Canada,CAN,"Apr 3, 2020",298.552
Canada,CAN,"Apr 4, 2020",331.698
Canada,CAN,"Apr 5, 2020",367.812
Canada,CAN,"Apr 6, 2020",410.575
Canada,CAN,"Apr 7, 2020",441.231
Canada,CAN,"Apr 8, 2020",473.82
Canada,CAN,"Apr 9, 2020",510.676
Canada,CAN,"Apr 10, 2020",549.73
Canada,CAN,"Apr 11, 2020",586.426
Canada,CAN,"Apr 12, 2020",617.373
Canada,CAN,"Apr 13, 2020",645.565
Canada,CAN,"Apr 14, 2020",679.956
Canada,CAN,"Apr 15, 2020",716.599
Canada,CAN,"Apr 16, 2020",751.52
Canada,CAN,"Apr 17, 2020",797.013
Canada,CAN,"Apr 18, 2020",844.467
Canada,CAN,"Apr 19, 2020",883.389
Canada,CAN,"Apr 20, 2020",921.436
Canada,CAN,"Apr 21, 2020",975.646
Canada,CAN,"Apr 22, 2020",1017.774
Canada,CAN,"Apr 23, 2020",1064.566
Canada,CAN,"Apr 24, 2020",1115.437
Canada,CAN,"Apr 25, 2020",1162.546
Canada,CAN,"Apr 26, 2020",1201.336
Canada,CAN,"Apr 27, 2020",1242.218
Canada,CAN,"Apr 28, 2020",1284.744
Canada,CAN,"Apr 29, 2020",1325.176
Canada,CAN,"Apr 30, 2020",1366.827
Canada,CAN,"May 1, 2020",1410.518
Canada,CAN,"May 2, 2020",1458.873
Cape Verde,CPV,"Mar 21, 2020",3.597
Cape Verde,CPV,"Mar 22, 2020",5.396
Cape Verde,CPV,"Mar 23, 2020",5.396
Cape Verde,CPV,"Mar 24, 2020",5.396
Cape Verde,CPV,"Mar 25, 2020",5.396
Cape Verde,CPV,"Mar 26, 2020",7.194
Cape Verde,CPV,"Mar 27, 2020",8.993
Cape Verde,CPV,"Mar 28, 2020",8.993
Cape Verde,CPV,"Mar 29, 2020",8.993
Cape Verde,CPV,"Mar 30, 2020",8.993
Cape Verde,CPV,"Mar 31, 2020",8.993
Cape Verde,CPV,"Apr 1, 2020",10.792
Cape Verde,CPV,"Apr 2, 2020",10.792
Cape Verde,CPV,"Apr 3, 2020",10.792
Cape Verde,CPV,"Apr 4, 2020",10.792
Cape Verde,CPV,"Apr 5, 2020",12.59
Cape Verde,CPV,"Apr 6, 2020",12.59
Cape Verde,CPV,"Apr 7, 2020",12.59
Cape Verde,CPV,"Apr 8, 2020",12.59
Cape Verde,CPV,"Apr 9, 2020",12.59
Cape Verde,CPV,"Apr 10, 2020",12.59
Cape Verde,CPV,"Apr 11, 2020",12.59
Cape Verde,CPV,"Apr 12, 2020",14.389
Cape Verde,CPV,"Apr 13, 2020",17.986
Cape Verde,CPV,"Apr 14, 2020",17.986
Cape Verde,CPV,"Apr 15, 2020",19.785
Cape Verde,CPV,"Apr 16, 2020",98.923
Cape Verde,CPV,"Apr 17, 2020",98.923
Cape Verde,CPV,"Apr 18, 2020",100.722
Cape Verde,CPV,"Apr 19, 2020",104.319
Cape Verde,CPV,"Apr 20, 2020",109.715
Cape Verde,CPV,"Apr 21, 2020",120.506
Cape Verde,CPV,"Apr 22, 2020",120.506
Cape Verde,CPV,"Apr 23, 2020",131.298
Cape Verde,CPV,"Apr 24, 2020",147.485
Cape Verde,CPV,"Apr 25, 2020",158.277
Cape Verde,CPV,"Apr 26, 2020",161.874
Cape Verde,CPV,"Apr 27, 2020",190.652
Cape Verde,CPV,"Apr 28, 2020",196.047
Cape Verde,CPV,"Apr 29, 2020",203.242
Cape Verde,CPV,"Apr 30, 2020",203.242
Cape Verde,CPV,"May 1, 2020",217.631
Cape Verde,CPV,"May 2, 2020",221.228
Cayman Islands,CYM,"Mar 20, 2020",15.216
Cayman Islands,CYM,"Mar 21, 2020",45.648
Cayman Islands,CYM,"Mar 22, 2020",45.648
Cayman Islands,CYM,"Mar 23, 2020",45.648
Cayman Islands,CYM,"Mar 24, 2020",45.648
Cayman Islands,CYM,"Mar 25, 2020",45.648
Cayman Islands,CYM,"Mar 26, 2020",45.648
Cayman Islands,CYM,"Mar 27, 2020",91.296
Cayman Islands,CYM,"Mar 28, 2020",121.729
Cayman Islands,CYM,"Mar 29, 2020",121.729
Cayman Islands,CYM,"Mar 30, 2020",121.729
Cayman Islands,CYM,"Mar 31, 2020",182.593
Cayman Islands,CYM,"Apr 1, 2020",213.025
Cayman Islands,CYM,"Apr 2, 2020",334.753
Cayman Islands,CYM,"Apr 3, 2020",426.05
Cayman Islands,CYM,"Apr 4, 2020",441.266
Cayman Islands,CYM,"Apr 5, 2020",532.562
Cayman Islands,CYM,"Apr 6, 2020",593.427
Cayman Islands,CYM,"Apr 7, 2020",593.427
Cayman Islands,CYM,"Apr 8, 2020",684.723
Cayman Islands,CYM,"Apr 9, 2020",684.723
Cayman Islands,CYM,"Apr 10, 2020",684.723
Cayman Islands,CYM,"Apr 11, 2020",684.723
Cayman Islands,CYM,"Apr 12, 2020",806.452
Cayman Islands,CYM,"Apr 13, 2020",806.452
Cayman Islands,CYM,"Apr 14, 2020",806.452
Cayman Islands,CYM,"Apr 15, 2020",821.668
Cayman Islands,CYM,"Apr 16, 2020",912.964
Cayman Islands,CYM,"Apr 17, 2020",928.18
Cayman Islands,CYM,"Apr 18, 2020",928.18
Cayman Islands,CYM,"Apr 19, 2020",928.18
Cayman Islands,CYM,"Apr 20, 2020",928.18
Cayman Islands,CYM,"Apr 21, 2020",1004.26
Cayman Islands,CYM,"Apr 22, 2020",1004.26
Cayman Islands,CYM,"Apr 23, 2020",1004.26
Cayman Islands,CYM,"Apr 24, 2020",1004.26
Cayman Islands,CYM,"Apr 25, 2020",1004.26
Cayman Islands,CYM,"Apr 26, 2020",1065.125
Cayman Islands,CYM,"Apr 27, 2020",1065.125
Cayman Islands,CYM,"Apr 28, 2020",1065.125
Cayman Islands,CYM,"Apr 29, 2020",1065.125
Cayman Islands,CYM,"Apr 30, 2020",1110.773
Cayman Islands,CYM,"May 1, 2020",1110.773
Cayman Islands,CYM,"May 2, 2020",1125.989
Central African Republic,CAF,"Mar 16, 2020",0.207
Central African Republic,CAF,"Mar 17, 2020",0.207
Central African Republic,CAF,"Mar 18, 2020",0.207
Central African Republic,CAF,"Mar 19, 2020",0.207
Central African Republic,CAF,"Mar 20, 2020",0.207
Central African Republic,CAF,"Mar 21, 2020",0.207
Central African Republic,CAF,"Mar 22, 2020",0.621
Central African Republic,CAF,"Mar 23, 2020",0.828
Central African Republic,CAF,"Mar 24, 2020",0.828
Central African Republic,CAF,"Mar 25, 2020",0.828
Central African Republic,CAF,"Mar 26, 2020",0.828
Central African Republic,CAF,"Mar 27, 2020",1.035
Central African Republic,CAF,"Mar 28, 2020",1.035
Central African Republic,CAF,"Mar 29, 2020",1.242
Central African Republic,CAF,"Mar 30, 2020",1.242
Central African Republic,CAF,"Mar 31, 2020",1.242
Central African Republic,CAF,"Apr 1, 2020",1.242
Central African Republic,CAF,"Apr 2, 2020",1.656
Central African Republic,CAF,"Apr 3, 2020",1.656
Central African Republic,CAF,"Apr 4, 2020",1.656
Central African Republic,CAF,"Apr 5, 2020",1.863
Central African Republic,CAF,"Apr 6, 2020",1.863
Central African Republic,CAF,"Apr 7, 2020",1.863
Central African Republic,CAF,"Apr 8, 2020",1.863
Central African Republic,CAF,"Apr 9, 2020",2.07
Central African Republic,CAF,"Apr 10, 2020",2.278
Central African Republic,CAF,"Apr 11, 2020",2.278
Central African Republic,CAF,"Apr 12, 2020",2.278
Central African Republic,CAF,"Apr 13, 2020",2.278
Central African Republic,CAF,"Apr 14, 2020",2.278
Central African Republic,CAF,"Apr 15, 2020",2.278
Central African Republic,CAF,"Apr 16, 2020",2.278
Central African Republic,CAF,"Apr 17, 2020",2.485
Central African Republic,CAF,"Apr 18, 2020",2.485
Central African Republic,CAF,"Apr 19, 2020",2.485
Central African Republic,CAF,"Apr 20, 2020",2.485
Central African Republic,CAF,"Apr 21, 2020",2.485
Central African Republic,CAF,"Apr 22, 2020",2.899
Central African Republic,CAF,"Apr 23, 2020",3.313
Central African Republic,CAF,"Apr 24, 2020",3.52
Central African Republic,CAF,"Apr 25, 2020",3.934
Central African Republic,CAF,"Apr 26, 2020",3.934
Central African Republic,CAF,"Apr 27, 2020",3.934
Central African Republic,CAF,"Apr 28, 2020",10.352
Central African Republic,CAF,"Apr 29, 2020",10.352
Central African Republic,CAF,"Apr 30, 2020",10.352
Central African Republic,CAF,"May 1, 2020",10.352
Central African Republic,CAF,"May 2, 2020",14.908
Chad,TCD,"Mar 20, 2020",0.061
Chad,TCD,"Mar 21, 2020",0.061
Chad,TCD,"Mar 22, 2020",0.122
Chad,TCD,"Mar 23, 2020",0.122
Chad,TCD,"Mar 24, 2020",0.122
Chad,TCD,"Mar 25, 2020",0.183
Chad,TCD,"Mar 26, 2020",0.183
Chad,TCD,"Mar 27, 2020",0.304
Chad,TCD,"Mar 28, 2020",0.304
Chad,TCD,"Mar 29, 2020",0.304
Chad,TCD,"Mar 30, 2020",0.304
Chad,TCD,"Mar 31, 2020",0.426
Chad,TCD,"Apr 1, 2020",0.426
Chad,TCD,"Apr 2, 2020",0.426
Chad,TCD,"Apr 3, 2020",0.426
Chad,TCD,"Apr 4, 2020",0.426
Chad,TCD,"Apr 5, 2020",0.487
Chad,TCD,"Apr 6, 2020",0.548
Chad,TCD,"Apr 7, 2020",0.548
Chad,TCD,"Apr 8, 2020",0.548
Chad,TCD,"Apr 9, 2020",0.609
Chad,TCD,"Apr 10, 2020",0.67
Chad,TCD,"Apr 11, 2020",0.67
Chad,TCD,"Apr 12, 2020",0.67
Chad,TCD,"Apr 13, 2020",0.913
Chad,TCD,"Apr 14, 2020",1.4
Chad,TCD,"Apr 15, 2020",1.4
Chad,TCD,"Apr 16, 2020",1.644
Chad,TCD,"Apr 17, 2020",1.644
Chad,TCD,"Apr 18, 2020",2.009
Chad,TCD,"Apr 19, 2020",2.009
Chad,TCD,"Apr 20, 2020",2.009
Chad,TCD,"Apr 21, 2020",2.009
Chad,TCD,"Apr 22, 2020",2.07
Chad,TCD,"Apr 23, 2020",2.07
Chad,TCD,"Apr 24, 2020",2.435
Chad,TCD,"Apr 25, 2020",2.435
Chad,TCD,"Apr 26, 2020",2.435
Chad,TCD,"Apr 27, 2020",2.8
Chad,TCD,"Apr 28, 2020",2.8
Chad,TCD,"Apr 29, 2020",3.166
Chad,TCD,"Apr 30, 2020",3.166
Chad,TCD,"May 1, 2020",4.444
Chad,TCD,"May 2, 2020",4.444
Chile,CHL,"Mar 4, 2020",0.052
Chile,CHL,"Mar 5, 2020",0.157
Chile,CHL,"Mar 6, 2020",0.209
Chile,CHL,"Mar 7, 2020",0.262
Chile,CHL,"Mar 9, 2020",0.523
Chile,CHL,"Mar 10, 2020",0.68
Chile,CHL,"Mar 11, 2020",0.889
Chile,CHL,"Mar 12, 2020",1.203
Chile,CHL,"Mar 13, 2020",1.726
Chile,CHL,"Mar 14, 2020",2.249
Chile,CHL,"Mar 15, 2020",3.191
Chile,CHL,"Mar 16, 2020",3.923
Chile,CHL,"Mar 17, 2020",8.161
Chile,CHL,"Mar 18, 2020",10.515
Chile,CHL,"Mar 19, 2020",12.45
Chile,CHL,"Mar 20, 2020",17.891
Chile,CHL,"Mar 21, 2020",22.703
Chile,CHL,"Mar 22, 2020",28.091
Chile,CHL,"Mar 23, 2020",33.061
Chile,CHL,"Mar 24, 2020",39.024
Chile,CHL,"Mar 25, 2020",48.231
Chile,CHL,"Mar 26, 2020",59.74
Chile,CHL,"Mar 27, 2020",68.319
Chile,CHL,"Mar 28, 2020",84.222
Chile,CHL,"Mar 29, 2020",99.863
Chile,CHL,"Mar 30, 2020",111.895
Chile,CHL,"Mar 31, 2020",128.111
Chile,CHL,"Apr 1, 2020",143.229
Chile,CHL,"Apr 2, 2020",158.557
Chile,CHL,"Apr 3, 2020",178.069
Chile,CHL,"Apr 4, 2020",195.489
Chile,CHL,"Apr 5, 2020",217.669
Chile,CHL,"Apr 6, 2020",233.885
Chile,CHL,"Apr 7, 2020",251.88
Chile,CHL,"Apr 8, 2020",267.626
Chile,CHL,"Apr 9, 2020",290.12
Chile,CHL,"Apr 10, 2020",312.405
Chile,CHL,"Apr 11, 2020",340.078
Chile,CHL,"Apr 12, 2020",362.363
Chile,CHL,"Apr 13, 2020",377.324
Chile,CHL,"Apr 14, 2020",393.645
Chile,CHL,"Apr 15, 2020",414.151
Chile,CHL,"Apr 16, 2020",432.774
Chile,CHL,"Apr 17, 2020",460.709
Chile,CHL,"Apr 18, 2020",483.987
Chile,CHL,"Apr 19, 2020",508.992
Chile,CHL,"Apr 20, 2020",527.72
Chile,CHL,"Apr 21, 2020",549.638
Chile,CHL,"Apr 22, 2020",566.64
Chile,CHL,"Apr 23, 2020",590.912
Chile,CHL,"Apr 24, 2020",617.905
Chile,CHL,"Apr 25, 2020",643.747
Chile,CHL,"Apr 26, 2020",672.623
Chile,CHL,"Apr 27, 2020",697.366
Chile,CHL,"Apr 28, 2020",722.581
Chile,CHL,"Apr 29, 2020",751.457
Chile,CHL,"Apr 30, 2020",778.659
Chile,CHL,"May 1, 2020",838.189
Chile,CHL,"May 2, 2020",889.716
China,CHN,"Dec 31, 2019",0.019
China,CHN,"Jan 1, 2020",0.019
China,CHN,"Jan 2, 2020",0.019
China,CHN,"Jan 3, 2020",0.031
China,CHN,"Jan 4, 2020",0.031
China,CHN,"Jan 5, 2020",0.041
China,CHN,"Jan 6, 2020",0.041
China,CHN,"Jan 7, 2020",0.041
China,CHN,"Jan 8, 2020",0.041
China,CHN,"Jan 9, 2020",0.041
China,CHN,"Jan 10, 2020",0.041
China,CHN,"Jan 11, 2020",0.041
China,CHN,"Jan 12, 2020",0.041
China,CHN,"Jan 13, 2020",0.041
China,CHN,"Jan 14, 2020",0.041
China,CHN,"Jan 15, 2020",0.041
China,CHN,"Jan 16, 2020",0.041
China,CHN,"Jan 17, 2020",0.044
China,CHN,"Jan 18, 2020",0.056
China,CHN,"Jan 19, 2020",0.15
China,CHN,"Jan 20, 2020",0.163
China,CHN,"Jan 21, 2020",0.268
China,CHN,"Jan 22, 2020",0.365
China,CHN,"Jan 23, 2020",0.433
China,CHN,"Jan 24, 2020",0.613
China,CHN,"Jan 25, 2020",0.919
China,CHN,"Jan 26, 2020",1.381
China,CHN,"Jan 27, 2020",1.928
China,CHN,"Jan 28, 2020",3.146
China,CHN,"Jan 29, 2020",4.164
China,CHN,"Jan 30, 2020",5.373
China,CHN,"Jan 31, 2020",6.749
China,CHN,"Feb 1, 2020",8.205
China,CHN,"Feb 2, 2020",10.004
China,CHN,"Feb 3, 2020",11.958
China,CHN,"Feb 4, 2020",14.207
China,CHN,"Feb 5, 2020",16.897
China,CHN,"Feb 6, 2020",19.486
China,CHN,"Feb 7, 2020",21.682
China,CHN,"Feb 8, 2020",24.056
China,CHN,"Feb 9, 2020",25.868
China,CHN,"Feb 10, 2020",27.934
China,CHN,"Feb 11, 2020",29.664
China,CHN,"Feb 12, 2020",31.073
China,CHN,"Feb 13, 2020",41.592
China,CHN,"Feb 14, 2020",44.48
China,CHN,"Feb 15, 2020",46.243
China,CHN,"Feb 16, 2020",47.638
